Date,Date
A2336115C,General government - National ;  Final consumption expenditure: Chain volume measures ;
A2336116F,General government - State and local ;  Final consumption expenditure: Chain volume measures ;
A2336117J,General government ;  Final consumption expenditure: Chain volume measures ;
A2336118K,Households ;  Final consumption expenditure - Food: Chain volume measures ;
A2336119L,Households ;  Final consumption expenditure - Alcoholic beverages and tobacco: Chain volume measures ;
A2336120W,Households ;  Final consumption expenditure - Clothing and footwear: Chain volume measures ;
A2336121X,Households ;  Final consumption expenditure - Rent and other dwelling services: Chain volume measures ;
A2336122A,"Households ;  Final consumption expenditure - Electricity, gas and other fuel: Chain volume measures ;"
A2336123C,Households ;  Final consumption expenditure - Furnishings and household equipment: Chain volume measures ;
A2336124F,Households ;  Final consumption expenditure - Health: Chain volume measures ;
A2336125J,Households ;  Final consumption expenditure - Transport: Chain volume measures ;
A2336126K,Households ;  Final consumption expenditure - Communications: Chain volume measures ;
A2336127L,Households ;  Final consumption expenditure - Recreation and culture: Chain volume measures ;
A2336128R,Households ;  Final consumption expenditure - Education services: Chain volume measures ;
A2336129T,"Households ;  Final consumption expenditure - Hotels, cafes and restaurants: Chain volume measures ;"
A2336130A,Households ;  Final consumption expenditure - Miscellaneous goods and services: Chain volume measures ;
A2336014T,Households ;  Final consumption expenditure - Net expenditure interstate: Chain volume measures ;
A2336015V,Households ;  Final consumption expenditure: Chain volume measures ;
A2336016W,All sectors ;  Final consumption expenditure: Chain volume measures ;
A2336027C,Private ;  Gross fixed capital formation - Dwellings - Total: Chain volume measures ;
A2336028F,Private ;  Gross fixed capital formation - Ownership transfer costs: Chain volume measures ;
A2336020L,Private ;  Gross fixed capital formation - Non-dwelling construction - New building: Chain volume measures ;
A2336021R,Private ;  Gross fixed capital formation - Non-dwelling construction - New engineering construction: Chain volume measures ;
A2336022T,Private ;  Gross fixed capital formation - Non-dwelling construction - Net purchase of second hand assets: Chain volume measures ;
A2336023V,Private ;  Gross fixed capital formation - Non-dwelling construction - Total: Chain volume measures ;
A2336017X,Private ;  Gross fixed capital formation - Machinery and equipment - New: Chain volume measures ;
A2336018A,Private ;  Gross fixed capital formation - Machinery and equipment - Net purchase of second hand assets: Chain volume measures ;
A2336019C,Private ;  Gross fixed capital formation - Machinery and equipment - Total: Chain volume measures ;
A2713895T,Private ;  Gross fixed capital formation - Cultivated biological resources: Chain volume measures ;
A2713929C,Private ;  Gross fixed capital formation - Intellectual property products: Chain volume measures ;
A2336026A,Private ;  Gross fixed capital formation - Total private business investment: Chain volume measures ;
A2336029J,Private ;  Gross fixed capital formation: Chain volume measures ;
A2336030T,Public corporations - Commonwealth ;  Gross fixed capital formation: Chain volume measures ;
A2336031V,Public corporations - State and local ;  Gross fixed capital formation: Chain volume measures ;
A2336032W,Public corporations ;  Gross fixed capital formation: Chain volume measures ;
A2336033X,General government - National ;  Gross fixed capital formation: Chain volume measures ;
A2336034A,General government - State and local ;  Gross fixed capital formation: Chain volume measures ;
A2336035C,General government ;  Gross fixed capital formation: Chain volume measures ;
A2336036F,Public ;  Gross fixed capital formation: Chain volume measures ;
A2336037J,All sectors ;  Gross fixed capital formation: Chain volume measures ;
A2336038K,All sectors ;  STATE FINAL DEMAND: Chain volume measures ;
A2336039L,All sectors ;  International trade - exports of goods: Chain volume measures ;
A2336040W,All sectors ;  International trade - imports of goods: Chain volume measures ;
A2336041X,All sectors ;  International trade - exports of services: Chain volume measures ;
A2336042A,All sectors ;  International trade - imports of services: Chain volume measures ;
A2336043C,All sectors ;  Balancing item: Chain volume measures ;
A2478897L,All sectors ;  Statistical discrepancy (E): Chain volume measures ;
A2336348T,All sectors ;  GROSS STATE PRODUCT: Chain volume measures ;
A2336044F,General government - National ;  Final consumption expenditure: Current prices ;
A2336045J,General government - State and local ;  Final consumption expenditure: Current prices ;
A2336046K,General government ;  Final consumption expenditure: Current prices ;
A2336047L,Households ;  Final consumption expenditure - Food: Current prices ;
A2336048R,Households ;  Final consumption expenditure - Alcoholic beverages and tobacco: Current prices ;
A2336049T,Households ;  Final consumption expenditure - Clothing and footwear: Current prices ;
A2336050A,Households ;  Final consumption expenditure - Rent and other dwelling services: Current prices ;
A2336051C,"Households ;  Final consumption expenditure - Electricity, gas and other fuel: Current prices ;"
A2336052F,Households ;  Final consumption expenditure - Furnishings and household equipment: Current prices ;
A2336053J,Households ;  Final consumption expenditure - Health: Current prices ;
A2336054K,Households ;  Final consumption expenditure - Transport: Current prices ;
A2336055L,Households ;  Final consumption expenditure - Communications: Current prices ;
