Date,Date
A2335697W,General government - National ;  Final consumption expenditure: Chain volume measures ;
A2335698X,General government - State and local ;  Final consumption expenditure: Chain volume measures ;
A2335699A,General government ;  Final consumption expenditure: Chain volume measures ;
A2335700X,Households ;  Final consumption expenditure - Food: Chain volume measures ;
A2335701A,Households ;  Final consumption expenditure - Alcoholic beverages and tobacco: Chain volume measures ;
A2335702C,Households ;  Final consumption expenditure - Clothing and footwear: Chain volume measures ;
A2335703F,Households ;  Final consumption expenditure - Rent and other dwelling services: Chain volume measures ;
A2335704J,"Households ;  Final consumption expenditure - Electricity, gas and other fuel: Chain volume measures ;"
A2335705K,Households ;  Final consumption expenditure - Furnishings and household equipment: Chain volume measures ;
A2335706L,Households ;  Final consumption expenditure - Health: Chain volume measures ;
A2335707R,Households ;  Final consumption expenditure - Transport: Chain volume measures ;
A2335708T,Households ;  Final consumption expenditure - Communications: Chain volume measures ;
A2335709V,Households ;  Final consumption expenditure - Recreation and culture: Chain volume measures ;
A2335710C,Households ;  Final consumption expenditure - Education services: Chain volume measures ;
A2335711F,"Households ;  Final consumption expenditure - Hotels, cafes and restaurants: Chain volume measures ;"
A2335712J,Households ;  Final consumption expenditure - Miscellaneous goods and services: Chain volume measures ;
A2335713K,Households ;  Final consumption expenditure - Net expenditure interstate: Chain volume measures ;
A2335714L,Households ;  Final consumption expenditure: Chain volume measures ;
A2335715R,All sectors ;  Final consumption expenditure: Chain volume measures ;
A2335726W,Private ;  Gross fixed capital formation - Dwellings - Total: Chain volume measures ;
A2335727X,Private ;  Gross fixed capital formation - Ownership transfer costs: Chain volume measures ;
A2335719X,Private ;  Gross fixed capital formation - Non-dwelling construction - New building: Chain volume measures ;
A2335720J,Private ;  Gross fixed capital formation - Non-dwelling construction - New engineering construction: Chain volume measures ;
A2335721K,Private ;  Gross fixed capital formation - Non-dwelling construction - Net purchase of second hand assets: Chain volume measures ;
A2335722L,Private ;  Gross fixed capital formation - Non-dwelling construction - Total: Chain volume measures ;
A2335716T,Private ;  Gross fixed capital formation - Machinery and equipment - New: Chain volume measures ;
A2335717V,Private ;  Gross fixed capital formation - Machinery and equipment - Net purchase of second hand assets: Chain volume measures ;
A2335718W,Private ;  Gross fixed capital formation - Machinery and equipment - Total: Chain volume measures ;
A2713887T,Private ;  Gross fixed capital formation - Cultivated biological resources: Chain volume measures ;
A2713921K,Private ;  Gross fixed capital formation - Intellectual property products: Chain volume measures ;
A2335725V,Private ;  Gross fixed capital formation - Total private business investment: Chain volume measures ;
A2335728A,Private ;  Gross fixed capital formation: Chain volume measures ;
A2335729C,Public corporations - Commonwealth ;  Gross fixed capital formation: Chain volume measures ;
A2335730L,Public corporations - State and local ;  Gross fixed capital formation: Chain volume measures ;
A2335731R,Public corporations ;  Gross fixed capital formation: Chain volume measures ;
A2335732T,General government - National ;  Gross fixed capital formation: Chain volume measures ;
A2335733V,General government - State and local ;  Gross fixed capital formation: Chain volume measures ;
A2335734W,General government ;  Gross fixed capital formation: Chain volume measures ;
A2335735X,Public ;  Gross fixed capital formation: Chain volume measures ;
A2335736A,All sectors ;  Gross fixed capital formation: Chain volume measures ;
A2335737C,All sectors ;  STATE FINAL DEMAND: Chain volume measures ;
A2335738F,All sectors ;  International trade - exports of goods: Chain volume measures ;
A2335739J,All sectors ;  International trade - imports of goods: Chain volume measures ;
A2335740T,All sectors ;  International trade - exports of services: Chain volume measures ;
A2335741V,All sectors ;  International trade - imports of services: Chain volume measures ;
A2335742W,All sectors ;  Balancing item: Chain volume measures ;
A2478903W,All sectors ;  Statistical discrepancy (E): Chain volume measures ;
